stem,root,class,mode,voice,modification
marzayizyamAna,mfz,,fut,atma,
marzayizyamAna,mfz,,fut,atma,caus
marzitavat,mfz,,past,active,caus
marzita,mfz,,past,pass,caus
marzwavya,mfS,,fut,pass,
marzwavya,mfz,,fut,pass,
marzyamAna,mfz,,pres,pass,caus
marzya,mfz,,fut,pass,caus
mahat,mah,1,pres,para,
mahanIya,mah,,fut,pass,
mahanIya,mah,,fut,pass,caus
mahamAna,mah,1,pres,atma,
mahayat,mah,,pres,para,caus
mahayanIya,mahI#2,,fut,pass,
mahayamAna,mah,,pres,atma,caus
mahayitavya,mah,,fut,pass,caus
mahayizyat,mah,,fut,para,caus
mahayizyamAna,mah,,fut,atma,
mahayizyamAna,mah,,fut,atma,caus
mahAyayizyat,mahI#2,,fut,para,
mahAyayizyamAna,mahI#2,,fut,atma,
mahitavat,mah,,past,active,
mahitavat,mah,,past,active,caus
mahitavat,maMh,,past,active,
mahita,mah,,past,pass,
mahita,mah,,past,pass,caus
mahita,maMh,,past,pass,
mahItavat,mahI#2,,past,active,
mahIta,mahI#2,,past,pass,
mahIyat,mahI#2,10,pres,para,
mahIyamAna,mahI#2,10,pres,atma,
mahIyitavya,mahI#2,,fut,pass,
maheya,mahI#2,,fut,pass,
mahEyamAna,mahI#2,,pres,pass,
mahyamAna,mah,,pres,pass,
mahyamAna,mah,,pres,pass,caus
mahyamAna,maMh,,pres,pass,
mahya,mah,,fut,pass,
mahya,mah,,fut,pass,caus
mAQavya,mah,,fut,pass,
mAtavya,mA#1,,fut,pass,
mAtavya,mA#3,,fut,pass,
mAtavya,mA#4,,fut,pass,
mAdanIya,mad#1,,fut,pass,caus
mAdayat,mad#1,,pres,para,caus
mAdayamAna,mad#1,,pres,atma,caus
mAdayitavya,mad#1,,fut,pass,caus
mAdayizyat,mad#1,,fut,para,caus
mAdayizyamAna,mad#1,,fut,atma,
mAdayizyamAna,mad#1,,fut,atma,caus
mAditavat,mad#1,,past,active,caus
mAdita,mad#1,,past,pass,caus
mAdyat,mad#1,4,pres,para,
mAdyamAna,mad#1,4,pres,atma,
mAdyamAna,mad#1,,pres,pass,caus
mAdya,mad#1,,fut,pass,caus
mAnanIya,man,,fut,pass,caus
mAnayat,man,,pres,para,caus
mAnayamAna,man,,pres,atma,caus
mAnayitavya,man,,fut,pass,caus
mAnayizyat,man,,fut,para,caus
mAnayizyamAna,man,,fut,atma,
mAnayizyamAna,man,,fut,atma,caus
mAnavat,man,,past,active,
mAna,man,,past,pass,
mAnitavat,man,,past,active,caus
mAnita,man,,past,pass,caus
mAnIya,mA#1,,fut,pass,
mAnIya,mA#3,,fut,pass,
mAnIya,mA#4,,fut,pass,
mAnyamAna,man,,pres,pass,caus
mAnya,man,,fut,pass,caus
mApanIya,mA#1,,fut,pass,caus
mApayat,mA#1,,pres,para,caus
mApayamAna,mA#1,,pres,atma,caus
mApayitavya,mA#1,,fut,pass,caus
mApayizyat,mA#1,,fut,para,caus
mApayizyamAna,mA#1,,fut,atma,
mApayizyamAna,mA#1,,fut,atma,caus
mApitavat,mA#1,,past,active,caus
mApita,mA#1,,past,pass,caus
mApyamAna,mA#1,,pres,pass,caus
mApya,mA#1,,fut,pass,caus
mAmahAna,maMh,,perf,atma,
mAraRIya,mf,,fut,pass,caus
mArayat,mf,,pres,para,caus
mArayamAna,mf,,pres,atma,caus
mArayitavya,mf,,fut,pass,caus
mArayizyat,mf,,fut,para,caus
mArayizyamAna,mf,,fut,atma,
mArayizyamAna,mf,,fut,atma,caus
mAritavat,mf,,past,active,caus
mArita,mf,,past,pass,caus
mArkzyat,mfj,,fut,para,
mArkzyamAna,mfj,,fut,atma,
mArgaRIya,mArg,,fut,pass,
mArgayat,mArg,10,pres,para,
mArgayamAna,mArg,10,pres,atma,
mArgayitavya,mArg,,fut,pass,
mArgayizyat,mArg,,fut,para,
mArgayizyamAna,mArg,,fut,atma,
mArgitavat,mArg,,past,active,
mArgita,mArg,,past,pass,
mArgyamAna,mArg,,pres,pass,
mArgya,mArg,,fut,pass,
mArjat,mfj,2,pres,para,
mArjat,mfj,1,pres,para,
mArjanIya,mfj,,fut,pass,
mArjanIya,mfj,,fut,pass,caus
mArjamAna,mfj,1,pres,atma,
mArjayat,mfj,,pres,para,caus
mArjayamAna,mfj,,pres,atma,caus
mArjayitavya,mfj,,fut,pass,caus
mArjayizyat,mfj,,fut,para,caus
mArjayizyamAna,mfj,,fut,atma,
mArjayizyamAna,mfj,,fut,atma,caus
mArjitavat,mfj,,past,active,caus
mArjitavya,mfj,,fut,pass,
mArjita,mfj,,past,pass,caus
mArjizyat,mfj,,fut,para,
mArjizyamAna,mfj,,fut,atma,
mArjyamAna,mfj,,pres,pass,caus
mArjya,mfj,,fut,pass,caus
mAryamAna,mf,,pres,pass,caus
mArya,mf,,fut,pass,
mArya,mf,,fut,pass,caus
mArzwavya,mfj,,fut,pass,
mAlanIya,mAl,,fut,pass,
mAlayat,mAl,10,pres,para,
mAlayamAna,mAl,10,pres,atma,
mAlayitavya,mAl,,fut,pass,
mAlayizyat,mAl,,fut,para,
mAlayizyamAna,mAl,,fut,atma,
mAltavat,mAl,,past,active,
mAlta,mAl,,past,pass,
mAlyaguRayizyat,mAlyaguR,,fut,para,
mAlyaguRayizyamAna,mAlyaguR,,fut,atma,
mAlyaguRAyat,mAlyaguR,10,pres,para,
mAlyaguRAyamAna,mAlyaguR,10,pres,atma,
mAlyaguRAyitavya,mAlyaguR,,fut,pass,
mAlyaguRtavat,mAlyaguR,,past,active,
mAlyaguRta,mAlyaguR,,past,pass,
mAlyaguRyamAna,mAlyaguR,,pres,pass,
mAlyagoRanIya,mAlyaguR,,fut,pass,
mAlyagoRya,mAlyaguR,,fut,pass,
mAlyamAna,mAl,,pres,pass,
mAlya,mAl,,fut,pass,
mAsyat,mA#1,,fut,para,
mAsyat,mA#3,,fut,para,
mAsyat,mA#4,,fut,para,
mAsyamAna,mA#1,,fut,atma,
mAsyamAna,mA#3,,fut,atma,
mAsyamAna,mA#4,,fut,atma,
mitavat,mi,,past,active,
mitavat,mA#1,,past,active,
mita,mi,,past,pass,
mita,mA#1,,past,pass,
mitTavat,miT,,past,active,
mitTa,miT,,past,pass,
miTyamAna,miT,,pres,pass,
minvat,mi,5,pres,para,
minvat,mI,5,pres,para,
minvAna,mi,5,pres,atma,
minvAna,mI,5,pres,atma,
mimAt,mA#3,3,pres,para,
mimAna,mA#3,3,pres,atma,
mimAna,mA#3,,perf,atma,
mimiTAna,miT,,perf,atma,
mimiTvAn,miT,,perf,para,
mimilAna,mil,,perf,atma,
mimilvAn,mil,,perf,para,
mimivAn,mi,,perf,para,
mimivAn,mA#3,,perf,para,
mimiSrARa,miSr,,perf,atma,
mimiSrvAn,miSr,,perf,para,
mimizARa,miz,,perf,atma,
mimizvAn,miz,,perf,para,
mimihAna,mih,,perf,atma,
mimihvAn,mih,,perf,para,
mimImAMsAna,man,,perf,atma,desid
mimIlAna,mIl,,perf,atma,
mimIlvAn,mIl,,perf,para,
mimIvAn,mI,,perf,para,
mimyAna,mi,,perf,atma,
mimyAna,mA#1,3,pres,atma,
mimyAna,mI,,perf,atma,
mimlecCAna,mlecC,,perf,atma,
mimlecCvAn,mlecC,,perf,para,
milat,mil,1,pres,para,
milamAna,mil,1,pres,atma,
militavat,mil,,past,active,
militavya,mil,,fut,pass,
milita,mil,,past,pass,
milizyat,mil,,fut,para,
milizyamAna,mil,,fut,atma,
milyamAna,mil,,pres,pass,
miSrayat,miSr,10,pres,para,
miSrayamAna,miSr,10,pres,atma,
miSrayitavya,miSr,,fut,pass,
miSrayizyat,miSr,,fut,para,
miSrayizyamAna,miSr,,fut,atma,
miSritavat,miSr,,past,active,
miSrita,miSr,,past,pass,
miSryamAna,miSr,,pres,pass,
mizat,miz,1,pres,para,
mizamAna,miz,1,pres,atma,
mizitavat,miz,,past,active,
mizita,miz,,past,pass,
mizyamAna,miz,,pres,pass,
mihyamAna,mih,,pres,pass,
mIQavat,mih,,past,active,
mIQa,mih,,past,pass,
mItavat,mI,,past,active,
mItavat,mA#3,,past,active,
